school_number,date,url
20318,2015-01-14,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-arapeta-14-01-2015/
20318,2018-04-24,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-arapeta-24-04-2018/
20319,2019-04-10,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-nga-tikanga-pono-10-04-2019/
20319,2016-02-16,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-nga-tikanga-pono-16-02-2016/
20320,2018-03-02,https://www.ero.govt.nz/review-reports/headstart-childcare-and-early-education-centre-02-03-2018/
20320,2013-06-14,https://www.ero.govt.nz/review-reports/headstart-childcare-and-early-education-centre-14-06-2013/
20322,2014-09-12,https://www.ero.govt.nz/review-reports/lollipops-grey-lynn-12-09-2014/
20322,2017-08-24,https://www.ero.govt.nz/review-reports/lollipops-grey-lynn-24-08-2017/
20324,2016-06-22,https://www.ero.govt.nz/review-reports/koru-early-learning-centre-22-06-2016/
20324,2018-11-30,https://www.ero.govt.nz/review-reports/koru-early-learning-centre-30-11-2018/
20327,2014-06-19,https://www.ero.govt.nz/review-reports/olive-shoots-early-childhood-centre-19-06-2014/
20327,2019-03-29,https://www.ero.govt.nz/review-reports/olive-shoots-early-childhood-centre-29-03-2019/
20328,2015-03-25,https://www.ero.govt.nz/review-reports/devonport-methodist-childcare-centre-25-03-2015/
20328,2019-03-29,https://www.ero.govt.nz/review-reports/devonport-methodist-childcare-centre-29-03-2019/
20329,2012-09-03,https://www.ero.govt.nz/review-reports/three-bears-titirangi-childcare-03-09-2012/
20329,2017-02-17,https://www.ero.govt.nz/review-reports/three-bears-titirangi-childcare-17-02-2017/
20332,2015-10-14,https://www.ero.govt.nz/review-reports/kauri-kids-takapuna-14-10-2015/
20332,2019-06-21,https://www.ero.govt.nz/review-reports/kauri-kids-takapuna-21-06-2019/
20333,2017-09-08,https://www.ero.govt.nz/review-reports/country-bears-early-childhood-centre-08-09-2017/
20333,2014-04-28,https://www.ero.govt.nz/review-reports/country-bears-early-childhood-centre-28-04-2014/
20334,2014-12-19,https://www.ero.govt.nz/review-reports/bear-park-childcare-mairangi-bay-19-12-2014/
20334,2011-08-22,https://www.ero.govt.nz/review-reports/bear-park-childcare-mairangi-bay-22-08-2011/
20335,2013-04-29,https://www.ero.govt.nz/review-reports/kadimah-preschool-29-04-2013/
20335,2016-06-30,https://www.ero.govt.nz/review-reports/kadimah-preschool-30-06-2016/
20336,2015-12-10,https://www.ero.govt.nz/review-reports/leigh-community-pre-school-inc-10-12-2015/
20336,2019-10-23,https://www.ero.govt.nz/review-reports/leigh-community-pre-school-inc-23-10-2019/
20337,2020-04-03,https://www.ero.govt.nz/review-reports/piha-community-preschool-03-04-2020/
20337,2016-11-21,https://www.ero.govt.nz/review-reports/piha-community-preschool-21-11-2016/
20342,2017-09-28,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-nga-pihi-o-te-purapura-pai-28-09-2017/
20342,2012-12-31,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-nga-pihi-o-te-purapura-pai-31-12-2012/
20345,2014-12-01,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-taurere-01-12-2014/
20345,2018-01-23,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-taurere-23-01-2018/
20348,2020-03-03,https://www.ero.govt.nz/review-reports/barnardos-early-learning-home-based-auckland-rua-03-03-2020/
20348,2016-05-19,https://www.ero.govt.nz/review-reports/barnardos-early-learning-home-based-auckland-rua-19-05-2016/
20349,2016-08-16,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-kotuku-16-08-2016/
20349,2019-11-26,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-kotuku-26-11-2019/
20361,2016-03-11,https://www.ero.govt.nz/review-reports/waitakere-rainbow-childcare-centre-11-03-2016/
20361,2019-01-18,https://www.ero.govt.nz/review-reports/waitakere-rainbow-childcare-centre-18-01-2019/
20362,2019-06-06,https://www.ero.govt.nz/review-reports/smart-start-montessori-grange-rd-pre-school-06-06-2019/
20362,2013-10-11,https://www.ero.govt.nz/review-reports/smart-start-montessori-grange-rd-pre-school-11-10-2013/
20365,2014-06-19,https://www.ero.govt.nz/review-reports/next-generation-childcare-19-06-2014/
20365,2018-05-21,https://www.ero.govt.nz/review-reports/next-generation-childcare-21-05-2018/
20366,2020-05-22,https://www.ero.govt.nz/review-reports/kids-corner-rothesay-learning-centre-22-05-2020/
20366,2016-05-25,https://www.ero.govt.nz/review-reports/kids-corner-rothesay-learning-centre-25-05-2016/
20368,2019-09-06,https://www.ero.govt.nz/review-reports/kids-forever-christian-preschool-06-09-2019/
20368,2015-11-16,https://www.ero.govt.nz/review-reports/kids-forever-christian-preschool-16-11-2015/
20371,2019-02-07,https://www.ero.govt.nz/review-reports/north-harbour-preschool-07-02-2019/
20371,2015-03-27,https://www.ero.govt.nz/review-reports/north-harbour-preschool-27-03-2015/
20374,2018-05-16,https://www.ero.govt.nz/review-reports/greenpark-pre-school-16-05-2018/
20374,2014-06-24,https://www.ero.govt.nz/review-reports/greenpark-pre-school-24-06-2014/
20375,2016-04-11,https://www.ero.govt.nz/review-reports/mt-roskill-early-childhood-centre-11-04-2016/
20375,2013-03-25,https://www.ero.govt.nz/review-reports/mt-roskill-early-childhood-centre-25-03-2013/
20382,2015-04-10,https://www.ero.govt.nz/review-reports/kindercare-learning-centre-5-remuera-10-04-2015/
20382,2019-02-28,https://www.ero.govt.nz/review-reports/kindercare-learning-centre-5-remuera-28-02-2019/
20442,2014-04-04,https://www.ero.govt.nz/review-reports/lil-seeds-ltd-04-04-2014/
20442,2019-04-18,https://www.ero.govt.nz/review-reports/lil-seeds-ltd-18-04-2019/
20443,2019-07-05,https://www.ero.govt.nz/review-reports/ponsonby-montessori-kindergarten-05-07-2019/
20443,2014-12-19,https://www.ero.govt.nz/review-reports/ponsonby-montessori-kindergarten-19-12-2014/
20445,2014-09-12,https://www.ero.govt.nz/review-reports/the-no-1-kindy-limited-12-09-2014/
20445,2019-02-28,https://www.ero.govt.nz/review-reports/the-no-1-kindy-limited-28-02-2019/
20446,2017-12-12,https://www.ero.govt.nz/review-reports/orakei-montessori-pre-school-12-12-2017/
20446,2015-01-22,https://www.ero.govt.nz/review-reports/orakei-montessori-pre-school-22-01-2015/
20448,2015-04-13,https://www.ero.govt.nz/review-reports/lollipops-green-bay-13-04-2015/
20448,2018-10-26,https://www.ero.govt.nz/review-reports/lollipops-green-bay-26-10-2018/
20449,2017-10-04,https://www.ero.govt.nz/review-reports/te-atatu-south-childcare-centre-04-10-2017/
20449,2014-04-11,https://www.ero.govt.nz/review-reports/te-atatu-south-childcare-centre-11-04-2014/
20450,2014-05-21,https://www.ero.govt.nz/review-reports/alten-road-early-childhood-centre-21-05-2014/
20450,2018-02-22,https://www.ero.govt.nz/review-reports/alten-road-early-childhood-centre-22-02-2018/
20458,2019-03-21,https://www.ero.govt.nz/review-reports/jolly-stars-early-learning-centre-21-03-2019/
20458,2015-08-28,https://www.ero.govt.nz/review-reports/jolly-stars-early-learning-centre-28-08-2015/
20465,2020-05-07,https://www.ero.govt.nz/review-reports/kindercare-learning-centres-10-b-t-and-p-constellation-07-05-2020/
20465,2015-04-10,https://www.ero.govt.nz/review-reports/kindercare-learning-centres-10-b-t-and-p-constellation-10-04-2015/
20466,2016-02-12,https://www.ero.govt.nz/review-reports/stepping-stones-daycare-ltd-12-02-2016/
20466,2019-08-15,https://www.ero.govt.nz/review-reports/stepping-stones-daycare-ltd-15-08-2019/
20468,2017-09-20,https://www.ero.govt.nz/review-reports/abc-kelvin-road-20-09-2017/
20468,2014-05-21,https://www.ero.govt.nz/review-reports/abc-kelvin-road-21-05-2014/
20472,2018-05-04,https://www.ero.govt.nz/review-reports/babies-and-buddies-early-childhood-centre-04-05-2018/
20472,2014-06-04,https://www.ero.govt.nz/review-reports/babies-and-buddies-early-childhood-centre-04-06-2014/
20477,2019-02-19,https://www.ero.govt.nz/review-reports/sunnynook-community-early-learning-19-02-2019/
20477,2015-03-25,https://www.ero.govt.nz/review-reports/sunnynook-community-early-learning-25-03-2015/
20478,2019-06-04,https://www.ero.govt.nz/review-reports/collectively-kids-ltd-04-06-2019/
20478,2015-07-16,https://www.ero.govt.nz/review-reports/collectively-kids-ltd-16-07-2015/
20481,2015-05-18,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-ngakau-mahana-18-05-2015/
20481,2018-06-19,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-ngakau-mahana-19-06-2018/
20481,2012-10-31,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-ngakau-mahana-31-10-2012/
20482,2020-03-03,https://www.ero.govt.nz/review-reports/te-kohanga-reo-ki-papatoetoe-whanau-03-03-2020/
20482,2018-04-24,https://www.ero.govt.nz/review-reports/te-kohanga-reo-ki-papatoetoe-whanau-24-04-2018/
20485,2018-02-07,https://www.ero.govt.nz/review-reports/tots-corner-07-02-2018/
20485,2013-08-22,https://www.ero.govt.nz/review-reports/tots-corner-22-08-2013/
20486,2014-05-02,https://www.ero.govt.nz/review-reports/all-saints-church-community-creche-02-05-2014/
20486,2019-02-22,https://www.ero.govt.nz/review-reports/all-saints-church-community-creche-22-02-2019/
20487,2011-02-14,https://www.ero.govt.nz/review-reports/st-heliers-glendowie-playcentre-14-02-2011/
20487,2014-12-22,https://www.ero.govt.nz/review-reports/st-heliers-glendowie-playcentre-22-12-2014/
20489,2015-10-15,https://www.ero.govt.nz/review-reports/puataunofo-aoga-amata-15-10-2015/
20489,2019-04-17,https://www.ero.govt.nz/review-reports/puataunofo-aoga-amata-17-04-2019/
20491,2019-12-11,https://www.ero.govt.nz/review-reports/playday-orakei-presbyterian-church-11-12-2019/
20491,2016-04-20,https://www.ero.govt.nz/review-reports/playday-orakei-presbyterian-church-20-04-2016/
20493,2016-08-15,https://www.ero.govt.nz/review-reports/flying-start-kindergarten-15-08-2016/
20493,2013-05-24,https://www.ero.govt.nz/review-reports/flying-start-kindergarten-24-05-2013/
20494,2016-02-19,https://www.ero.govt.nz/review-reports/learning-curves-childcare-centre-19-02-2016/
20494,2012-11-28,https://www.ero.govt.nz/review-reports/learning-curves-childcare-centre-28-11-2012/
20495,2018-05-01,https://www.ero.govt.nz/review-reports/titirangi-rudolf-steiner-kindergarten-1-01-05-2018/
20495,2014-06-19,https://www.ero.govt.nz/review-reports/titirangi-rudolf-steiner-kindergarten-1-19-06-2014/
20496,2013-10-09,https://www.ero.govt.nz/review-reports/manukau-central-christian-preschool-09-10-2013/
20496,2016-12-09,https://www.ero.govt.nz/review-reports/manukau-central-christian-preschool-09-12-2016/
20500,2019-04-11,https://www.ero.govt.nz/review-reports/bright-beginnings-11-04-2019/
20500,2015-04-13,https://www.ero.govt.nz/review-reports/bright-beginnings-13-04-2015/
20502,2013-03-25,https://www.ero.govt.nz/review-reports/starfish-early-childhood-centre-25-03-2013/
20502,2016-02-29,https://www.ero.govt.nz/review-reports/starfish-early-childhood-centre-29-02-2016/
20503,2013-06-13,https://www.ero.govt.nz/review-reports/little-star-montessori-house-of-children-13-06-2013/
20503,2018-05-16,https://www.ero.govt.nz/review-reports/little-star-montessori-house-of-children-16-05-2018/
20505,2016-09-07,https://www.ero.govt.nz/review-reports/just-kidd-inn-too-ltd-07-09-2016/
20505,2013-06-21,https://www.ero.govt.nz/review-reports/just-kidd-inn-too-ltd-21-06-2013/
20508,2016-10-04,https://www.ero.govt.nz/review-reports/kids-inn-preschool-04-10-2016/
20508,2019-12-19,https://www.ero.govt.nz/review-reports/lollipops-north-harbour-kakapos-19-12-2019/
20509,2018-12-14,https://www.ero.govt.nz/review-reports/warkworth-kindergarten-14-12-2018/
20509,2014-03-18,https://www.ero.govt.nz/review-reports/warkworth-kindergarten-18-03-2014/
20511,2014-11-14,https://www.ero.govt.nz/review-reports/white-heron-learning-centre-manurewa-14-11-2014/
20511,2018-06-22,https://www.ero.govt.nz/review-reports/white-heron-learning-centre-manurewa-22-06-2018/
20514,2015-06-23,https://www.ero.govt.nz/review-reports/abc-waterview-23-06-2015/
20514,2019-09-27,https://www.ero.govt.nz/review-reports/abc-waterview-27-09-2019/
20518,2016-11-18,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-maungarongo-18-11-2016/
20518,2014-03-28,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-te-maungarongo-28-03-2014/
20519,2017-02-17,https://www.ero.govt.nz/review-reports/first-steps-parnell-17-02-2017/
20519,2014-06-26,https://www.ero.govt.nz/review-reports/first-steps-parnell-26-06-2014/
20521,2016-06-16,https://www.ero.govt.nz/review-reports/little-people-16-06-2016/
20521,2013-05-20,https://www.ero.govt.nz/review-reports/little-people-20-05-2013/
20525,2019-05-03,https://www.ero.govt.nz/review-reports/fossil-bay-kindergarten-03-05-2019/
20525,2014-08-22,https://www.ero.govt.nz/review-reports/fossil-bay-kindergarten-22-08-2014/
20527,2014-04-07,https://www.ero.govt.nz/review-reports/playhouse-early-childhood-centre-07-04-2014/
20527,2018-03-28,https://www.ero.govt.nz/review-reports/playhouse-early-childhood-centre-28-03-2018/
20528,2015-06-26,https://www.ero.govt.nz/review-reports/faavae-mautu-aoga-amata-26-06-2015/
20528,2019-11-29,https://www.ero.govt.nz/review-reports/faavae-mautu-aoga-amata-29-11-2019/
20529,2014-06-03,https://www.ero.govt.nz/review-reports/west-harbour-whizz-kidz-03-06-2014/
20529,2018-02-22,https://www.ero.govt.nz/review-reports/west-harbour-whizz-kidz-22-02-2018/
20530,2014-06-24,https://www.ero.govt.nz/review-reports/kids-planet-early-learning-centre-24-06-2014/
20530,2011-03-28,https://www.ero.govt.nz/review-reports/kids-planet-early-learning-centre-28-03-2011/
20530,2017-08-31,https://www.ero.govt.nz/review-reports/kids-planet-early-learning-centre-31-08-2017/
20532,2013-06-06,https://www.ero.govt.nz/review-reports/barnardos-kidstart-childcare-waitakere-city-early-learning-centre-06-06-2013/
20532,2016-08-15,https://www.ero.govt.nz/review-reports/barnardos-kidstart-childcare-waitakere-city-early-learning-centre-15-08-2016/
20533,2019-11-06,https://www.ero.govt.nz/review-reports/royal-oak-learning-centre-06-11-2019/
20533,2016-04-11,https://www.ero.govt.nz/review-reports/royal-oak-learning-centre-11-04-2016/
20535,2020-05-07,https://www.ero.govt.nz/review-reports/kindercare-learning-centres-10-p-constellation-07-05-2020/
20535,2015-04-13,https://www.ero.govt.nz/review-reports/kindercare-learning-centres-10-p-constellation-13-04-2015/
20536,2017-12-13,https://www.ero.govt.nz/review-reports/small-miracles-pre-school-13-12-2017/
20536,2014-04-30,https://www.ero.govt.nz/review-reports/small-miracles-pre-school-30-04-2014/
20537,2014-04-04,https://www.ero.govt.nz/review-reports/abc-manly-central-04-04-2014/
20537,2017-06-15,https://www.ero.govt.nz/review-reports/abc-manly-central-15-06-2017/
20538,2015-07-03,https://www.ero.govt.nz/review-reports/bright-beginnings-early-learning-centre-03-07-2015/
20538,2018-05-31,https://www.ero.govt.nz/review-reports/bright-beginnings-early-learning-centre-31-05-2018/
20540,2013-04-17,https://www.ero.govt.nz/review-reports/glenavon-early-childhood-centre-17-04-2013/
20540,2016-08-18,https://www.ero.govt.nz/review-reports/glenavon-early-childhood-centre-18-08-2016/
20541,2014-02-03,https://www.ero.govt.nz/review-reports/kristin-school-kindergarten-03-02-2014/
20541,2018-09-17,https://www.ero.govt.nz/review-reports/kristin-school-kindergarten-17-09-2018/
20544,2015-02-09,https://www.ero.govt.nz/review-reports/kinderhaven-preschool-glenfield-09-02-2015/
20544,2018-10-19,https://www.ero.govt.nz/review-reports/kinderhaven-preschool-glenfield-19-10-2018/
20545,2015-09-11,https://www.ero.govt.nz/review-reports/kids-hq-st-johns-11-09-2015/
20545,2019-02-27,https://www.ero.govt.nz/review-reports/kids-hq-st-johns-27-02-2019/
20546,2013-09-06,https://www.ero.govt.nz/review-reports/young-montessori-pre-school-06-09-2013/
20546,2016-10-11,https://www.ero.govt.nz/review-reports/young-montessori-pre-school-11-10-2016/
20547,2019-11-12,https://www.ero.govt.nz/review-reports/the-little-castle-12-11-2019/
20547,2016-04-28,https://www.ero.govt.nz/review-reports/the-little-castle-28-04-2016/
20549,2018-06-12,https://www.ero.govt.nz/review-reports/bear-park-albany-12-06-2018/
20549,2011-10-12,https://www.ero.govt.nz/review-reports/bear-park-albany-12-10-2011/
20549,2014-12-15,https://www.ero.govt.nz/review-reports/bear-park-albany-15-12-2014/
20550,2018-01-17,https://www.ero.govt.nz/review-reports/busy-minds-early-learning-centre-17-01-2018/
20550,2014-09-22,https://www.ero.govt.nz/review-reports/busy-minds-early-learning-centre-22-09-2014/
20553,2016-06-16,https://www.ero.govt.nz/review-reports/kumeu-village-kindergarten-16-06-2016/
20553,2013-04-30,https://www.ero.govt.nz/review-reports/kumeu-village-kindergarten-30-04-2013/
20555,2015-01-23,https://www.ero.govt.nz/review-reports/remuera-stepping-stones-childcare-centre-23-01-2015/
20555,2018-06-29,https://www.ero.govt.nz/review-reports/remuera-stepping-stones-childcare-centre-29-06-2018/
20557,2015-04-10,https://www.ero.govt.nz/review-reports/three-kings-community-kindergarten-inc-10-04-2015/
20557,2019-04-18,https://www.ero.govt.nz/review-reports/three-kings-community-kindergarten-inc-18-04-2019/
20560,2016-12-19,https://www.ero.govt.nz/review-reports/gulf-harbour-preschool-19-12-2016/
20560,2013-10-21,https://www.ero.govt.nz/review-reports/gulf-harbour-preschool-21-10-2013/
20562,2013-06-18,https://www.ero.govt.nz/review-reports/bear-park-early-childhood-centre-18-06-2013/
20562,2016-06-23,https://www.ero.govt.nz/review-reports/bear-park-early-childhood-centre-23-06-2016/
20563,2014-06-03,https://www.ero.govt.nz/review-reports/blockhouse-bay-christian-kindergarten-03-06-2014/
20563,2019-04-18,https://www.ero.govt.nz/review-reports/blockhouse-bay-christian-kindergarten-18-04-2019/
20564,2016-05-16,https://www.ero.govt.nz/review-reports/glendowie-christian-kindergarten-16-05-2016/
20564,2020-03-20,https://www.ero.govt.nz/review-reports/glendowie-christian-kindergarten-20-03-2020/
20565,2013-04-18,https://www.ero.govt.nz/review-reports/andys-educare-18-04-2013/
20565,2016-09-28,https://www.ero.govt.nz/review-reports/andys-educare-28-09-2016/
20566,2016-06-08,https://www.ero.govt.nz/review-reports/learning-unlimited-childcare-centre-08-06-2016/
20566,2020-05-27,https://www.ero.govt.nz/review-reports/learning-unlimited-childcare-centre-27-05-2020/
20567,2015-04-10,https://www.ero.govt.nz/review-reports/first-steps-new-lynn-10-04-2015/
20567,2012-03-26,https://www.ero.govt.nz/review-reports/first-steps-new-lynn-26-03-2012/
20572,2016-03-21,https://www.ero.govt.nz/review-reports/talented-tots-mt-albert-21-03-2016/
20572,2020-02-27,https://www.ero.govt.nz/review-reports/talented-tots-mt-albert-27-02-2020/
20574,2016-07-13,https://www.ero.govt.nz/review-reports/avondale-college-early-childhood-centre-13-07-2016/
20574,2013-05-31,https://www.ero.govt.nz/review-reports/avondale-college-early-childhood-centre-31-05-2013/
20575,2015-08-21,https://www.ero.govt.nz/review-reports/abc-onehunga-21-08-2015/
20575,2019-09-25,https://www.ero.govt.nz/review-reports/beststart-onehunga-25-09-2019/
20577,2014-03-07,https://www.ero.govt.nz/review-reports/totally-kids-07-03-2014/
20577,2018-01-17,https://www.ero.govt.nz/review-reports/totally-kids-17-01-2018/
20578,2016-07-01,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-pomaria-01-07-2016/
20578,2013-10-14,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-pomaria-14-10-2013/
20579,2017-04-04,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-puawairua-04-04-2017/
20579,2014-05-05,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-puawairua-05-05-2014/
20581,2015-09-14,https://www.ero.govt.nz/review-reports/marshwood-montessori-preschool-14-09-2015/
20581,2019-05-30,https://www.ero.govt.nz/review-reports/marshwood-montessori-preschool-30-05-2019/
20582,2017-09-07,https://www.ero.govt.nz/review-reports/thrive-montessori-rosedale-07-09-2017/
20582,2014-05-30,https://www.ero.govt.nz/review-reports/thrive-montessori-rosedale-30-05-2014/
20583,2018-05-14,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-hineteiwaiwa-14-05-2018/
20583,2015-01-27,https://www.ero.govt.nz/review-reports/te-kohanga-reo-o-hineteiwaiwa-27-01-2015/
20584,2020-05-08,https://www.ero.govt.nz/review-reports/beststart-newmarket-08-05-2020/
20584,2016-06-27,https://www.ero.govt.nz/review-reports/first-steps-newmarket-27-06-2016/
20585,2020-05-28,https://www.ero.govt.nz/review-reports/kids-biz-preschool-and-daycare-28-05-2020/
20585,2016-06-29,https://www.ero.govt.nz/review-reports/kids-biz-preschool-and-daycare-29-06-2016/
20586,2016-06-17,https://www.ero.govt.nz/review-reports/creative-minds-childcare-centre-17-06-2016/
20586,2020-02-26,https://www.ero.govt.nz/review-reports/creative-minds-childcare-centre-26-02-2020/
20589,2016-11-21,https://www.ero.govt.nz/review-reports/kiwi-corner-early-learning-centre-21-11-2016/
20589,2013-09-27,https://www.ero.govt.nz/review-reports/kiwi-corner-early-learning-centre-27-09-2013/
20590,2011-06-01,https://www.ero.govt.nz/review-reports/porse-onehunga-q1-01-06-2011/
20590,2015-05-27,https://www.ero.govt.nz/review-reports/porse-onehunga-q1-27-05-2015/
22002,2013-10-07,https://www.ero.govt.nz/review-reports/glendene-playcentre-07-10-2013/
22002,2017-11-10,https://www.ero.govt.nz/review-reports/glendene-playcentre-10-11-2017/
22003,2019-08-26,https://www.ero.govt.nz/review-reports/glen-eden-playcentre-26-08-2019/
22003,2015-10-30,https://www.ero.govt.nz/review-reports/glen-eden-playcentre-30-10-2015/
22004,2013-10-07,https://www.ero.govt.nz/review-reports/helensville-playcentre-07-10-2013/
22004,2017-11-16,https://www.ero.govt.nz/review-reports/helensville-playcentre-16-11-2017/
22006,2019-03-07,https://www.ero.govt.nz/review-reports/henderson-valley-playcentre-07-03-2019/
22006,2015-06-15,https://www.ero.govt.nz/review-reports/henderson-valley-playcentre-15-06-2015/
22008,2019-08-22,https://www.ero.govt.nz/review-reports/kumeu-playcentre-22-08-2019/
22008,2015-10-30,https://www.ero.govt.nz/review-reports/kumeu-playcentre-30-10-2015/
22009,2015-04-30,https://www.ero.govt.nz/review-reports/massey-playcentre-30-04-2015/
22009,2019-01-31,https://www.ero.govt.nz/review-reports/massey-playcentre-31-01-2019/
22010,2017-11-16,https://www.ero.govt.nz/review-reports/new-ranui-playcentre-16-11-2017/
22010,2013-06-27,https://www.ero.govt.nz/review-reports/new-ranui-playcentre-27-06-2013/
22011,2012-10-11,https://www.ero.govt.nz/review-reports/swanson-playcentre-11-10-2012/
22011,2015-10-30,https://www.ero.govt.nz/review-reports/swanson-playcentre-30-10-2015/
22013,2019-08-20,https://www.ero.govt.nz/review-reports/waiatarua-playcentre-20-08-2019/
22013,2015-10-30,https://www.ero.govt.nz/review-reports/waiatarua-playcentre-30-10-2015/
22014,2012-10-29,https://www.ero.govt.nz/review-reports/waimauku-playcentre-29-10-2012/
22014,2015-10-30,https://www.ero.govt.nz/review-reports/waimauku-playcentre-30-10-2015/
22015,2015-04-30,https://www.ero.govt.nz/review-reports/west-harbour-playcentre-30-04-2015/
22015,2019-01-31,https://www.ero.govt.nz/review-reports/west-harbour-playcentre-31-01-2019/
22016,2020-02-19,https://www.ero.govt.nz/review-reports/freemans-bay-playcentre-19-02-2020/
22016,2015-05-25,https://www.ero.govt.nz/review-reports/freemans-bay-playcentre-25-05-2015/
22019,2019-01-17,https://www.ero.govt.nz/review-reports/blockhouse-bay-playcentre-17-01-2019/
22019,2015-05-25,https://www.ero.govt.nz/review-reports/blockhouse-bay-playcentre-25-05-2015/
22020,2020-06-03,https://www.ero.govt.nz/review-reports/edenepsom-playcentre-03-06-2020/
22020,2015-05-25,https://www.ero.govt.nz/review-reports/edenepsom-playcentre-25-05-2015/
22022,2012-10-05,https://www.ero.govt.nz/review-reports/herne-bay-playcentre-05-10-2012/
22022,2017-08-17,https://www.ero.govt.nz/review-reports/herne-bay-playcentre-17-08-2017/
22023,2012-08-01,https://www.ero.govt.nz/review-reports/hillsborough-playcentre-01-08-2012/
22023,2017-08-17,https://www.ero.govt.nz/review-reports/hillsborough-playcentre-17-08-2017/
22024,2019-01-17,https://www.ero.govt.nz/review-reports/laingholm-playcentre-17-01-2019/
22024,2015-05-25,https://www.ero.govt.nz/review-reports/laingholm-playcentre-25-05-2015/
22025,2020-01-17,https://www.ero.govt.nz/review-reports/maungawhau-playcentre-17-01-2020/
22025,2015-05-25,https://www.ero.govt.nz/review-reports/maungawhau-playcentre-25-05-2015/
22026,2020-06-03,https://www.ero.govt.nz/review-reports/morningside-playcentre-03-06-2020/
22026,2015-05-25,https://www.ero.govt.nz/review-reports/morningside-playcentre-25-05-2015/
22027,2020-06-03,https://www.ero.govt.nz/review-reports/mt-albert-playcentre-03-06-2020/
22027,2015-05-25,https://www.ero.govt.nz/review-reports/mt-albert-playcentre-25-05-2015/
22028,2017-08-17,https://www.ero.govt.nz/review-reports/newmarket-playcentre-17-08-2017/
22028,2013-06-20,https://www.ero.govt.nz/review-reports/newmarket-playcentre-20-06-2013/
22029,2019-01-17,https://www.ero.govt.nz/review-reports/new-windsor-playcentre-17-01-2019/
22029,2015-05-25,https://www.ero.govt.nz/review-reports/new-windsor-playcentre-25-05-2015/
22032,2020-03-25,https://www.ero.govt.nz/review-reports/titirangi-playcentre-25-03-2020/
22032,2015-05-25,https://www.ero.govt.nz/review-reports/titirangi-playcentre-25-05-2015/
22033,2017-08-17,https://www.ero.govt.nz/review-reports/onehunga-playcentre-17-08-2017/
22033,2013-08-20,https://www.ero.govt.nz/review-reports/onehunga-playcentre-20-08-2013/
22035,2014-03-07,https://www.ero.govt.nz/review-reports/aotea-island-playcentre-07-03-2014/
22035,2017-11-17,https://www.ero.govt.nz/review-reports/aotea-island-playcentre-17-11-2017/
22038,2014-03-07,https://www.ero.govt.nz/review-reports/birkenhead-playcentre-07-03-2014/
22038,2019-05-22,https://www.ero.govt.nz/review-reports/birkenhead-playcentre-22-05-2019/
22039,2017-06-30,https://www.ero.govt.nz/review-reports/coatesville-playcentre-30-06-2017/
22039,2013-10-31,https://www.ero.govt.nz/review-reports/coatesville-playcentre-31-10-2013/
22041,2014-03-07,https://www.ero.govt.nz/review-reports/greenhithe-playcentre-07-03-2014/
22041,2019-03-21,https://www.ero.govt.nz/review-reports/greenhithe-playcentre-21-03-2019/
22042,2018-06-08,https://www.ero.govt.nz/review-reports/kaukapakapa-playcentre-08-06-2018/
22042,2013-11-15,https://www.ero.govt.nz/review-reports/kaukapakapa-playcentre-15-11-2013/
22043,2018-06-08,https://www.ero.govt.nz/review-reports/mairangi-bay-playcentre-08-06-2018/
22043,2013-11-15,https://www.ero.govt.nz/review-reports/mairangi-bay-playcentre-15-11-2013/
22044,2018-06-08,https://www.ero.govt.nz/review-reports/matakana-playcentre-08-06-2018/
22044,2013-11-15,https://www.ero.govt.nz/review-reports/matakana-playcentre-15-11-2013/
22045,2014-03-07,https://www.ero.govt.nz/review-reports/narrowneck-playcentre-07-03-2014/
22045,2019-02-28,https://www.ero.govt.nz/review-reports/narrowneck-playcentre-28-02-2019/
22047,2013-11-15,https://www.ero.govt.nz/review-reports/onepoto-playcentre-15-11-2013/
22047,2017-11-17,https://www.ero.govt.nz/review-reports/onepoto-playcentre-17-11-2017/
22048,2014-03-07,https://www.ero.govt.nz/review-reports/red-beach-playcentre-07-03-2014/
22048,2017-06-30,https://www.ero.govt.nz/review-reports/red-beach-playcentre-30-06-2017/
