schoolId,name,latitude,longitude
20557,Three Kings Community Kindergarten Inc,-36.90759,174.7606
20560,Gulf Harbour Preschool,-36.609914,174.798781
20562,Bear Park Early Childhood Centre,-36.883407,174.78647
20563,Blockhouse Bay Christian Kindergarten,-36.912958,174.715048
20564,Glendowie Christian Kindergarten,-36.86175,174.874836
20565,Andy's Educare,-36.910932,174.772245
20566,Learning Unlimited Childcare Centre,-36.79836,174.743561
20567,BestStart New Lynn,-36.904704,174.684222
20572,Talented Tots Mt Albert,-36.877544,174.730419
20574,Avondale College Early Childhood Centre,-36.89154,174.69114
20575,BestStart Onehunga,-36.916537,174.789615
20577,ToTally Kids,-36.923423,174.684563
20578,Te Kohanga Reo o Pomaria,-36.861244,174.626348
20579,Te Kohanga Reo o Puawairua,-36.82951,174.610031
20581,Marshwood Montessori Preschool,-36.865723,174.860633
20582,Little Earth Montessori Rosedale,-36.746297,174.704173
20583,Te Kohanga Reo o Hineteiwaiwa,-36.851991,174.772971
20584,BestStart Newmarket,-36.876932,174.780577
20585,Kids Biz Preschool and Daycare,-36.708438,174.747177
20586,Creative Minds Childcare Centre,-36.872364,174.638497
20589,Learning Adventures Henderson,-36.882772,174.64286
20590,PORSE Onehunga Q1,-36.869033,174.823982
22002,Glendene Playcentre,-36.894004,174.654948
22003,Glen Eden Playcentre,-36.915718,174.647629
22004,Helensville Playcentre,-36.67143,174.452353
22006,Henderson Valley Playcentre,-36.898175,174.620643
22008,Kumeu Playcentre,-36.771067,174.547658
22009,Massey Playcentre,-36.842864,174.612949
22010,Ranui Playcentre,-36.864496,174.602711
22011,Swanson Playcentre,-36.867396,174.574371
22013,Waiatarua Playcentre,-36.93123,174.580527
22014,Waimauku Playcentre,-36.774094,174.490023
22015,West Harbour Playcentre,-36.82345,174.622377
22016,Freemans Bay Playcentre,-36.852053,174.749698
22019,Blockhouse Bay Playcentre,-36.924594,174.701936
22020,Eden/Epsom Playcentre,-36.883399,174.763248
22022,Herne Bay Playcentre,-36.848104,174.72993
22023,Hillsborough Playcentre,-36.918877,174.754408
22024,Laingholm Playcentre,-36.96345,174.627794
22025,Maungawhau Playcentre,-36.893733,174.755266
22026,Morningside Playcentre,-36.872627,174.737213
22027,Mt Albert Playcentre,-36.885064,174.704521
22028,Newmarket Playcentre,-36.865753,174.789476
22029,New Windsor Playcentre,-36.908359,174.711389
22032,Titirangi Playcentre,-36.939293,174.655609
22033,Onehunga Playcentre,-36.92196,174.780942
22035,Aotea Island Playcentre,-36.256766,175.47636
22038,Birkenhead Playcentre,-36.80587,174.724309
22039,Coatesville Playcentre,-36.717023,174.643885
22041,Greenhithe Playcentre,-36.774935,174.672529
22042,Kaukapakapa Playcentre,-36.631616,174.501407
22043,Mairangi Bay Playcentre,-36.745982,174.752053
22044,Matakana Playcentre,-36.351986,174.716418
22045,Narrowneck Playcentre,-36.814308,174.798986
22047,Onepoto Playcentre,-36.791864,174.741129
22048,Red Beach Playcentre,-36.605424,174.701376
22050,Silverdale Playcentre,-36.615933,174.678055
22051,Takapuna Playcentre,-36.789467,174.76815
22052,Takarunga Playcentre,-36.828426,174.798685
22053,Torbay Playcentre,-36.695778,174.749823
22054,Totaravale Playcentre,-36.760264,174.734091
22055,Waiheke Island Playcentre,-36.800505,175.044366
22056,Warkworth Playcentre,-36.40027,174.662685
22057,Whangaparaoa Playcentre,-36.632025,174.749108
22058,Windy Ridge Playcentre,-36.787482,174.711676
22059,Ellerslie Playcentre,-36.894389,174.82094
22060,Glen Innes Playcentre,-36.877769,174.868454
22061,Mt Wellington Playcentre,-36.907744,174.829474
25000,Active Explorers Central Park,-36.9018,174.806885
25002,"Te Whare Punanga Takawaenga Atawhai O Aorere, Aorere College Childcare Centre",-36.979081,174.83361
25003,Karaka Learning Centre 4,-37.069352,174.926422
25004,Wee Wisdom Montessori,-37.049562,174.859103
25005,Pukapuka Preschool,-36.9715,174.803579
25006,Barnardos Early Learning Centre Mangere,-36.970864,174.796167
25007,Beachcomber Kindergarten,-36.892861,174.915126
25009,St Andrews Chilton Kindergarten,-36.899218,174.920931
25012,Pukeko Preschool Mangere East,-36.965528,174.828137
25013,Pakuranga Montessori Learning Centre,-36.914199000000004,174.882855
25015,Howick Baptist Church Kindergarten,-36.893423,174.929702
25017,Kauri Kids Howick,-36.899162,174.915178
25019,Kiddy Winks Kindergarten,-37.023116,174.892949
25026,Immanuel Preschool (Mangere),-36.974662,174.835498
25029,Little Learners Childcare,-36.950747,174.906358
25030,Manukau Institute Of Technology Children's Education Centre,-36.954255,174.872104
25031,Te Kohanga Reo o Manurewa,-37.023256,174.889218
25032,Manurewa West Kindergarten,-37.025024,174.876812
25034,BestStart Manuroa Road 3,-37.039312,174.917327
25035,The Tree House,-36.963448,174.840224
25036,Young Petals Early Learning Centre Drury Limited,-37.097892,174.946886
25041,Pakuranga Baptist Kindergarten,-36.924399,174.884827
25044,Panmure Bridge Childcare Centre,-36.901005,174.863149
25045,Papakura First Presbyterian Pre-School,-37.059046,174.939003
25046,The Treasure Cove Early Learning Centre,-37.015894,174.876042
25049,BestStart Maich Road,-37.015586,174.889913
25050,Amber Early Learning Centre,-37.042523,174.92075
25052,BestStart Dublin Street,-37.196202,174.89965
25054,Good Seeds Childrens Centre,-36.96745,174.820454
25055,BestStart Coronation Road,-36.978495,174.85054
25057,Clevedon Kidz Early Childhood Centre,-36.993548,175.035588
25059,St Andrews Christian Pre-School,-36.942745,174.841474
25060,St John The Evangelist Preschool,-36.961268,174.869467
25061,Pukeko Preschool Papatoetoe,-36.987979,174.859829
25062,Manurewa Early Discoveries Centre,-37.03185,174.874278
25064,Akoteu Lou'Olive Preschool,-36.877827,174.864924
25066,Te Kohanga Reo ki Pikitia,-36.965043,174.796224
25067,Mataniu  Feagai Ma Le Ata Aoga Amata,-36.972139,174.794542
25068,Kidstown Childcare,-36.895793,174.843825
25069,Te Kohanga Reo o Te Kupenga,-36.978305,174.893642
25071,Te Kohanga Reo o Te Rahuitanga,-36.956594,174.874836
25072,Eden Early Learning Centre,-36.896549,174.747554
25077,Toddlers Turf Childcare Centre,-37.000643,174.881698
25078,St James KidsWay,-37.202004,174.898935
25079,Parnell Early Childhood Centre,-36.855375,174.78988
25080,BestStart Papakura East Kindy,-37.055131,174.964742
25081,Uxbridge Early Learning Centre,-36.893987,174.933883
25082,Childsplay Unlimited - Lynfield,-36.930093,174.730226
25083,Waiuku Early Learners,-37.251646,174.725145
25086,Te Kohanga Reo o Whaia Te Matauranga,-36.956966,174.822212
25088,Akoteu Falemaama Pre-School,-36.866438,174.609214
25089,Happy Feet Childcare Mt  Wellington,-36.900142,174.830678
25090,Kidspace Early Learning Centre Pakuranga 2,-36.914327,174.879413
25091,St Mary's Family Pre-School,-36.953832,174.84629
25093,Barnardos Early Learning Home Based Auckland Central South,-36.919722,174.800284
25095,Potiki Early Childhood Centre,-37.034818,174.867883
25097,BestStart Onslow Road,-37.066749,174.950921
25099,Cluny Kindergarten,-36.876556,174.79811
25104,Cuddly Kiwis Childcare Everglade,-36.997854,174.894155
25105,Riverhills Early Learning Centre,-36.919894,174.888311
25106,Tamariki Takitumu Punanga Reo,-36.950753,174.792155
25107,Awhi Whanau Early Childhood Centre,-36.961573,174.883057
25109,Te Kohanga Reo o Kiwitoa,-37.062934,174.961949
25110,Tu Manu Ae Le Tu Logologo Aoga Amata,-37.064568,174.964848
25111,Glenbrook Kindergarten,-37.196905,174.757527
25113,Te Kohanga Reo o Pukeroihi,-37.073998,174.937104
25118,Te Kohanga Reo o Te Otinga ki Tamaki,-36.951164,174.856478
25124,Lollipops Airport,-37.005548,174.782367
25125,Te Ao Hou Community Childcare Centre,-36.882263,174.865503
25126,Frog Puddles Childcare Centre,-36.88805,174.905012
25131,Lollipops Pukekohe,-37.19055,174.903636
25132,Te Kohanga Reo o Ngati Otara Marae,-36.9506,174.872141
25133,Te Kohanga Reo o Nga Hau e Wha o Pukekohe,-37.190273,174.892009
25136,Te Kohanga Reo o Mataatua ki Mangere,-36.968104,174.794794
25138,Te Kohanga Reo o Te Kotahitanga Marae,-37.322943,174.844667
25139,Te Kohanga Reo o Te Puawaitanga ki Manurewa,-37.029829,174.905123
25142,Te Kohanga Reo o Te Timatatanga,-37.017178,174.87816
25143,Te Kohanga Reo o Te Wiri,-37.002467,174.886393
25144,Haumia Early Childhood Centre,-36.973645,174.892147
25148,Akoteu Kato Kakala,-36.965409,174.87591
25149,Penguins School of Early Learning,-36.921049,174.931188
25150,AUT Centre for Refugee Education Early Childhood Centre,-36.958982,174.832525
25153,Te Kohanga Reo o Te Atawhai,-37.029115,174.868224
25155,Te Kohanga Reo o Te Kamaka Matauranga,-37.02735,174.888237
25157,Te Kohanga Reo o Humarie,-37.040464,174.922095
25161,Te Kohanga Reo o Nga Puawai o Wikitoria,-37.056005,174.944682
25163,Te Kohanga Reo o Te Whakatupuranga ki Otara,-36.976765,174.881254
25166,BestStart Everglade Babies,-36.998118,174.894115
25171,Great Potentials Papakura Early Learning Centre,-37.062728,174.961265
25172,Te Kohanga Reo o Nga Mokopuna o Te Awamarahi,-37.425774,174.74236
25174,Beginnings Early Learning Centre,-36.794944,175.04588
25177,Te Kohanga Reo o Te Tira Hou Marae,-36.900246,174.858877
25178,Royal Road Pre-School,-36.831581,174.617418
25181,Onewhero Early Childhood Centre,-37.330607,174.914793
25184,Fetu-I-Sasa'e Aoga Amata,-36.976394,174.89534
25185,Appletree Preschool,-36.783797,174.735122
25187,Kiwi Supertots Learning Centre - Papakura,-37.076844,174.93123
25189,Tipu Montessori School,-36.950893,174.836976
25193,BestStart Kenderdine Road,-36.982167,174.850664
25194,BestStart Howick,-36.898261,174.920561
25195,8's Enuff,-36.895275,174.885783
25200,Bombay Playcentre,-37.185711,174.994868
25201,Drury Playcentre,-37.098664,174.950983
25202,Hunua Playcentre,-37.080279,175.074475
25203,Karaka Playcentre,-37.100258,174.880236
25204,Manukau Peninsula Playcentre,-37.113331,174.612943
25205,Maramarua/Kopuku Playcentre,-37.251279,175.228959
25207,Otaua/Aka Aka Playcentre,-37.306546,174.742448
25208,Papakura Playcentre,-37.06872,174.94547
25209,Patumahoe/Mauku Playcentre,-37.18749,174.831965
25210,Pokeno Playcentre,-37.243646,175.014577
25211,Pukekawa Playcentre,-37.334927,174.99183
25212,Pukekohe Playcentre,-37.20427,174.889067
25215,Takanini Playcentre,-37.044701,174.91886
25216,Te Kauwhata Playcentre,-37.40375,175.148916
25218,Tuakau Playcentre,-37.259111,174.945157
25220,Mangere Bridge Playcentre,-36.94677,174.786418
25223,Beachlands/Maraetai Playcentre,-36.884821,174.999969
25224,Bucklands Beach Ohui-a-Rangi Playcentre,-36.868832,174.903665
25226,Cockle Bay Playcentre,-36.901771,174.948853
25227,Howick Playcentre,-36.898283,174.926152
25228,Manurewa Playcentre,-37.023441,174.893467
25233,Pakuranga-Rahihi Playcentre,-36.911724,174.881186
25234,Papatoetoe Playcentre,-36.974275,174.857166
25236,Tui Road Playcentre,-36.974555,174.877076
25237,Weymouth Playcentre,-37.045743,174.863894
25238,Whitford Playcentre,-36.943153,174.969528
25239,XL Preschool,-37.073735,174.933571
25240,Pukekohe High School Childcare Centre,-37.207377,174.904795
25242,Te Kohanga Reo o Te Reo Rangatira ki Whaiora,-36.96061,174.869782
25245,Te Kohanga Reo O Puau Te Moananui -a- Kiwa,-36.873433,174.860028
25248,Small Oaks Early Learning Centre,-37.019826,174.89304
25253,BestStart Everglade Preschool,-36.997806,174.894762
25257,Manaaki Whanau Roopu Tupuranga,-37.036183,174.8958
25258,Church Street Educare,-36.939767,174.845355
25261,Te Kohanga Reo o Te Maunga Kohungahunga,-37.067647,174.955622
25265,Barnardos Early Learning Centre Pakuranga,-36.91355,174.872906
25269,Wellsford Preschool Education Centre,-36.300988,174.528991
25271,The Learning Space,-36.863417,174.756266
25273,Te Kohanga Reo o Te Puaha,-37.39103,174.72682
25275,Chapel Downs Early Learning Centre,-36.979442,174.900557
25277,Karaka Learning Centre 2,-37.069435,174.926412
25278,BestStart Wattle Downs,-37.039817,174.896695
25280,Kauri Kids Clendon,-37.034141,174.867741
25281,Cockle Bay Private Kindergarten,-36.896629,174.945129
25282,Kingsway Preschool Snells Beach,-36.429237,174.730879
25283,Otara Community Preschool,-36.968675,174.87849
25284,Pukekohe East Playcentre,-37.185617,174.944118
25286,Highland Park Community Creche Inc.,-36.902854,174.90479
25288,Kidz First Medicalcare,-36.963267,174.840002
25291,Cuddly Kiwis Childcare Papatoetoe,-36.973276,174.8638
25292,Lighthouse Preschool,-36.894463,174.913343
25293,Kauri Kids Nathan Homestead,-37.015722,174.902758
25294,Homai Early Childhood Centre,-37.014067,174.873535
25298,BestStart Manurewa Central,-37.020198,174.881717
25299,Te Kohanga Reo o ki Tamaki Rawhiti,-36.961551,174.886773
25300,Finlayson Park Childcare Centre,-37.032688,174.871969
25301,ME Family Services - Early Childhood,-36.963224,174.825885
25302,Tomarata Playcentre,-36.231553,174.638665
25304,Seugagogo Aoga Amata Preschool,-36.944607,174.838692
25307,Kauri Kids Papatoetoe,-36.980323,174.851501
25310,Te Kohanga  Reo o Te Paa Harakeke,-36.941874,174.791989
25312,Akoteu Tokaima'ananga,-36.961807,174.889638
25321,Te Kohanga Reo o Te Manawa Tapu o Te Kupu,-36.960503,174.869862
25322,Fetufa Tokelau Akoga Kamata Early Childhood Centre,-36.840732,174.654279
25324,Bambinos Early Childhood Centre,-36.885361,174.737907
25327,KINZ Sandringham Early Learning Centre,-36.887726,174.735345
25328,Bear Park Herne Bay Early Childhood Education Centre,-36.84283,174.742127
25329,Talented Tots Early Childhood Centre,-36.909301,174.647401
25331,Play and Learn Clarks Beach,-37.134036,174.707862
25333,Savali Ole Filemu Aoga Amata,-37.031314,174.875744
25334,Learning Adventures Lincoln Road,-36.856423,174.629595
25335,The Learning Centre Ltd,-36.853654,174.740094
25336,BestStart Manukau 2,-36.982022,174.877381
25337,BestStart Manukau 1,-36.982068,174.877398
25338,Blossoms Educare  Limited,-37.000114,174.884964
25340,KiNZ Otara,-36.953527,174.872332
25341,Te Puna Reo Okahukura,-36.849912,174.822808
25343,BestStart St Lukes,-36.884772,174.731189
25345,BestStart Waiuku,-37.246326,174.721593
25347,Pohutukawa Kindergarten,-36.89699,174.81135
25349,Whitford Early Learning Centre,-36.944882,174.956586
25350,PAUA Poppetts 2,-36.864933,174.759872
25351,Central Park Early Learning Centre,-36.853737,174.637661
25353,Fetu'u Moana Catholic Early Childhood Preschool,-36.980271,174.861119
25354,Papatoetoe Footsteps Community Preschool,-36.983205,174.875188
25355,Small Steps ECE Centre,-36.900003,174.918732
25356,Kimberley Childcare Te Atatu,-36.864326,174.646959
25357,Lollipops Educare Millennium,-36.897218,174.802409
25358,Wise Owl Early Learning Centre,-37.211936,174.905504
25360,Kakano Early Childhood Centre,-37.036533,174.860945
25361,Little Sparks Educare,-37.197794,174.890761
25364,Barnardos Early Learning Centre Clendon,-37.02293,174.857477
25366,Learning Adventures Airport Oaks,-36.976161,174.779481
25367,Bright Sparks Childcare Henderson,-36.855187,174.631923
25370,Aubrey Early Learning Centre,-36.640307,174.679765
25371,Superstart Childcare,-36.98402,174.854315
25374,Flanshaw Infant & Toddler Centre,-36.85949,174.644353
25377,BestStart Dannemora,-36.955751,174.905226
25379,Lollipops Waiuku,-37.251584,174.731225
25381,Pitter Patter Childcare,-36.917126,174.738001
25384,Lollipops Britomart,-36.845874,174.773676
25385,Playschool 2,-36.739357,174.726413
25387,LIFE Childcare Centre,-36.979322,174.77428
25390,Waiuku Learning space,-37.245906,174.739613
25391,The Childrens Corner Papatoetoe,-36.966881,174.840937
25393,BestStart Apirana Avenue,-36.873799,174.853049
25394,Active Explorers Highbrook,-36.938854,174.876316
25395,Caterpillar Kids Early Learning Centre,-36.895072,174.730368
25396,Rosebank Early Childhood Centre,-36.888616,174.686079
25397,Lollipops Auckland Central,-36.84808,174.763966
25399,The Treehouse Children's Creche,-36.914523,174.839237
25401,The Gardens Early Childhood Education,-37.012676,174.913419
25402,The Playhouse Pre-School,-37.18768,174.92196
25405,Christopher and Robin Early Childhood Centre,-35.751012,174.311828
25406,Child Pre-School Education Ltd,-36.785376,174.755555
25408,Uptown Kids Epsom Childcare Centre,-36.883772,174.776041
25410,Kuddles In-Home Childcare & Education,-36.923403,174.700823
25413,Active Explorers Henderson,-36.892383,174.627036
25417,BestStart Wolverton Street,-36.906869,174.699206
25418,Secret Garden ELC Limited,-36.738325,174.691914
25421,Bear Park Kohimarama,-36.867384,174.850075
25423,Active Explorers Ellerslie,-36.89093,174.826999
25425,Shining Starz Early Learning Centre,-36.929912,174.654662
25427,Barnardos Early Learning Centre Manurewa,-37.021937,174.908622
25428,Learning Adventures Takanini,-37.049249,174.932927
25430,Nga Kakano o te Manuka Early Learning Centre,-36.970082,174.804328
25433,Te Kahui Iti Nei O Te Kopu,-37.229299,174.707475
25434,Au Pair Link Auckland 1,-36.911739,174.681756
25435,Nanaksar Education Phulwari,-37.016736,174.894024
25436,Lollipops Parnell,-36.852423,174.775354
25437,St Andrews Preschool,-37.019308,174.895344
25438,"Kiwi Supertots Learning Centre, Botany",-36.956498,174.899591
25442,Akoteu Matavai Silai (Matavai Silai Preschool),-36.94853,174.813837
25443,BestStart Mangere East 1,-36.960807,174.824187
25448,Akoteu Matavai Sila'i (Matavai Silai Pre School),-36.948488,174.813836
30000,Magnolia Tree Raglan,-37.799277,174.868768
30002,Hinuera Playcentre,-37.826309,175.769281
30004,Matamata Playcentre,-37.81337,175.767189
30007,Tirau Playcentre,-37.974485,175.758856
30008,Tokoroa Playcentre,-38.236199,175.862098
30010,Walton Playcentre,-37.733132,175.698391
30013,Tower Road Christian Pre School,-37.811372,175.784041
30016,Abbey's Place Childcare Centre,-38.049816,175.781083
30017,Te Kohanga Reo o Te Oranga o Nga Kaupapa,-37.801951,175.258044
30020,Newstead Country Preschool,-37.772025,175.354569
30021,St Mary's Tahatai Centre,-37.693051,176.259071
30024,Learning Adventures,-38.181149,175.210468
30027,Te Whanau Putahi Early Childhood Education Centre,-37.770635,175.287142
30028,BestStart MacDonald Street,-37.66865,176.210665
30031,Te Kohanga Reo o Horahora,-37.430083,175.107713
30032,Te Kohanga Reo o Te Kaahu,-37.660132,175.152356
30033,BestStart Doncaster Drive Kindy,-37.707135,176.289486
30035,BestStart Morrinsville,-37.647772,175.519288
30037,Crackerjacks Preschool Ltd,-38.009294,175.332013
30039,Kids at Home Hamilton 2,-37.684188,176.168081
30042,Eastern Bays Homebased Childcare,-37.958187,176.989845
30045,Kainga Tamariki,-38.03984,175.347981
30047,Li'l Pumpkins Preschool Centre Limited,-37.811287,175.303239
30048,BestStart Kawaha Point,-38.10828,176.233253
30055,BestStart St Andrews,-37.759521,175.243939
30056,City Limits Early Learning Centre Ltd,-37.782087,175.288192
30061,Home Grown Kids Wellington 4,-37.684183,176.16817699999999
30063,BestStart Claudelands,-37.779837,175.291436
30064,BestStart Hillcrest,-38.152764,176.238871
30065,Te Kohanga Reo o Te Rangimarie,-38.143003,176.223516
30070,Central Kids Kindergartens - Northwood,-38.680706,176.055845
30071,Te Kauwhata Childcare & Learning Centre Over Threes,-37.405132,175.145805
30073,Montessori The School House,-37.781261,175.295822
30077,Four Winds Ngahau E Fa,-37.788406,175.258102
30079,Montessori @ Rimu,-37.77941,175.251781
30081,Home Grown Kids (South),-37.697328,176.112017
30082,BestStart Greerton,-37.73419,176.126769
30083,Acorn Kids,-37.714797,176.140236
30084,Harakeke Early Learning Centre,-38.115766,176.227874
30085,Te Kohanga Reo o Te Rapa,-37.80923,175.294101
30086,Tree Town Early Childhood Centre and Preschool,-37.896266,175.469504
30088,Kindy Tweenz,-37.750241,175.269585
30090,Eastern Bays Homebased Childcare,-37.958211,176.989849
30091,Active Explorers Farnborough,-37.777509,175.226802
30092,Montessori Milestones Preschool,-37.710521,176.314935
30094,Taupo Childrens Corner,-38.681871,176.059453
30096,Little Sweethearts Montessori - Historic Village,-37.704257,176.148392
30097,Rainbows Gordonton Early Childhood Centre,-37.670553,175.301537
30100,BestStart Clarence Street,-37.795301,175.279825
30102,Mini Miracles Educare Claudelands,-37.773296,175.285816
30108,Dinsdale Early Learning Centre,-37.794366,175.245957
30112,Te Ara Ki Te Reo Ki Kuirau,-38.13952,176.245304
30113,Papamoa Coast Kindergarten,-37.706754,176.30755
30114,Cambridge Montessori Preschool,-37.905108,175.474165
30116,Tamariki Akoranga,-38.88547,175.2642
30118,Ra-itu Koanga Reo,-38.228876,175.855638
30120,BestStart Montessori Flagstaff,-37.735361,175.257571
30125,Te Rau Oriwa Early Learning Centre,-38.230577,175.859143
30126,Central Kids Kindergartens - Tairua,-36.996885,175.85568
30127,Waiapu Kids - St Francis Whanau Aroha,-38.129787,176.212457
30128,BestStart Rototuna,-37.73095,175.259912
30130,Punavai o le Gagana Samoa,-39.623176,176.784468
30131,Somerset Smyth Private Preschool,-37.728952,175.265198
30132,Te Kuiti Community Childcare Centre Inc.,-38.332077,175.166051
30134,Morgan Educare Centre Ltd,-39.619079,176.787058
30135,Creators@Home - Horowhenua/Manawatu,-37.748554,175.249072
30136,Creators @ Home - Waikato Rua,-37.748543,175.249054
30139,Creators@Home Limited- Christchurch,-37.748568,175.249088
30140,PORSE Grey Lynn Q1,-39.667588,176.879262
30141,PORSE Meadowbank Q1,-36.869062,174.823973
30142,PORSE Wairarapa Q1,-40.948588,175.66174
30143,PORSE Nelson/Marlborough/West Coast S1,-42.716901,170.962987
30144,PORSE Palmerston North Q1,-40.350679,175.624248
30147,Campus Creche at Fraser,-37.784496,175.245006
30148,BestStart Somerset Street,-37.787593,175.271965
30149,Chapel Hill Kindergarten,-37.73291,175.268248
30166,BestStart Girven Road,-37.673937,176.229367
30169,Kawhia Early Childhood Centre Kura Tiaki,-38.062007,174.820084
30172,BestStart Waihi East,-37.384128,175.855299
30175,Samoa Taumafai Aoga Amata,-38.219074,175.875289
30176,Whenuakite Country Kids,-36.914954,175.778625
30177,Frimley Early Learning Centre,-39.623165,176.827513
30178,Amazing Place Preschool (Sunset Road),-38.136556,176.227258
30179,Te Whare Whai Hua,-38.643507,178.000152
30180,Rockmybaby Childcare,-39.67161,176.876469
30183,Kids at Home Hamilton 3,-37.684197,176.168082
30184,Lollipops Waikato Hospital,-37.806051,175.280472
30185,Jubilee Catholic Early Childhood Centre,-37.790793,175.295826
30186,PORSE Wellington Q2,-41.135869,174.838812
30187,PORSE Canterbury S2,-43.53796,172.609521
30188,PORSE Wellington S6,-41.135867,174.838857
30191,PORSE Hawkes Bay S1,-39.667531,176.879132
30192,Central City Quality Edu-care Ltd,-38.136622,176.247875
30193,Maraekakaho Early Childhood Centre,-39.648894,176.618185
30194,Whakamarama & Districts Kindergarten,-37.71537,175.995829
30197,Home Grown Kids,-37.697355,176.112023
30199,Dream Education 10,-36.752821,174.693499
30203,BestStart Jones Crescent Kindy,-37.808448,175.283028
30205,Midcity Childcare,-37.781934,175.277083
30207,Bizzy Bodz Early Learning Centre - Huntly,-37.571513,175.157228
30208,BestStart Hastings Central,-39.635935,176.83802
30209,Piki Te Ora,-39.626994,176.825132
30211,Te Kohanga Reo o Taniwha Tumeke,-39.640335,176.819282
30212,Morrinsville Early Learning Centre,-37.657805,175.530016
30213,PORSE Wellington S5,-41.135884,174.838923
30214,PORSE Bay of Plenty/Rotorua S1,-37.691329,176.16362
30216,BestStart Peachgrove Road,-37.774825,175.295885
30217,Kids at Home Hamilton 4,-37.684208,176.168082
30218,Kids Time Early Learning Centre,-37.666699,175.150005
30219,Abbey's Place Childcare Centre,-37.690232,176.133642
30220,Raroera te Puawai Early Learning Centre,-37.761232,175.250052
30223,Creators@Home Limited - Poneke 2,-37.748553,175.249088
30224,PORSE Takanini S1,-37.190617,174.903704
30225,PORSE Henderson Q1,-36.747765,174.698395
30226,PORSE Wellington Q4,-41.135866,174.838922
30227,Creators@Home - Gisborne/Hawke's Bay,-37.704269,176.147025
30230,Apakura Te Kakano Early Learning Centre,-38.003063,175.315189
30233,Nga Ririki Early Learning Centre,-38.095157,176.703429
30235,Mamaku Early Learning,-38.096535,176.079125
30236,Hopscotch Early Learning Childcare Centre,-38.180304,175.206381
30237,Beginnings and Beyond Quality Preschool,-37.697471,176.266625
30238,Buckland St Childcare Centre,-38.04909,175.777768
30240,Home Grown Kids (Auckland - North Shore),-37.684233,176.168182
30243,Kids on Broadway,-37.812542,175.779754
30244,Fanau a le Tupu A'oga Amata,-39.520564,176.900253
30245,Whaihanga Early Learning Centre,-37.793598,175.310488
30246,Community Kindy The Mount,-37.653453,176.198281
30248,Douglas St Early Learning Centre,-37.967257,176.988358
30249,BestStart Dinsdale,-37.784923,175.253148
30251,PORSE Wellington Q3,-41.135884,174.838907
30252,PORSE Bay of Plenty/Rotorua Q2,-37.691344,176.163648
30253,PORSE Waikato S1,-37.790959,175.277757
30255,Greenpark Pre-school,-37.731393,176.127831
30256,Minnows Kindergarten,-37.641103,176.040068
30257,BestStart Greenmeadows,-39.5227,176.870848
30261,Lollipops Te Rapa,-37.739437,175.231738
30264,PORSE Hawkes Bay Q1,-39.667511,176.879163
30266,PORSE Henderson S1,-36.747831,174.698276
30270,Giggles Rainbow Kidz,-37.784529,176.330149
30273,The Treehouse on Ranolf,-38.148608,176.246825
30274,Waihi Playcentre,-37.397729,175.833
30275,Rototuna Early Education Centre,-37.732267,175.276602
30276,BestStart Puketaha Road,-37.732542,175.303844
30278,Cambridge Montessori,-37.88129,175.459257
30280,Scallywaggs SPROUTS CHB 2,-39.994998,176.558112
30281,Learning Curves Early Childhood Education Centre,-37.663969,175.511466
30282,Kindy Bubz,-37.75048,175.268596
30285,Waikato Montessori Early Education Centre,-37.827355,175.340235
30288,BestStart Dey Street,-37.783891,175.302803
30291,Impressions Childcare Centre,-37.991764,175.206556
30293,Li'l Pumpkins Early Learning Tamahere,-37.827539,175.351499
30294,Kowhai Childcare,-37.725935,175.27747
30295,Coromandel Community Preschool,-36.759475,175.496916
30296,Cambridge E L Centre The Pagoda,-37.896137,175.472789
30297,Learn A Lot Childcare,-37.730972,175.273077
30300,Pohutukawa 1 - Quality,-38.656235,178.010609
30301,Jack and Jill Educare,-37.812017,175.269788
30303,Mercury Bay Preschool (2018) Ltd,-36.834237,175.693761
30305,Education Angels One Palmerston North,-41.207189,174.910144
30306,Imagine Kids Care Rotokauri - Early Learning Centre,-37.766607,175.228629
30307,Te Kohanga Reo o Nga Kuaka,-37.78807,175.323459
30313,Kindy Totz,-37.750834,175.268856
30315,Bright Stars Educare Limited,-37.817937,175.275559
30316,Junior Junction,-37.777577,175.267585
30317,Kids Collective,-37.805201,175.769692
30320,Pohutukawa 2 - Standard,-38.656255,178.010647
30322,Hopscotch Preschool,-38.18231,175.206413
30325,BestStart Maui Street,-37.741491,175.229701
30327,Te Kohanga Reo o Tawerawera Ki Te Kuao o Taupiri,-37.665246,175.234953
30328,Little Wonderland Ltd,-37.7908,175.258223
30330,Te Kohanga Reo o Te Ao Hou,-38.807212,175.223087
30331,Te Kauwhata Childcare and Learning Centre Under 3,-37.405369,175.146189
30332,Somerset Smyth Private Preschool,-37.736703,175.252409
30335,Country Kids Kindergarten,-37.59629,175.636836
30337,Scallywaggs SPROUTS In-Home Childcare Hawke's Bay 14,-39.506926,176.885455
30342,Te Kohanga Reo o Whatawhata,-37.788978,175.147209
30343,Juni Uni II Ltd,-37.797268,175.29442
30346,Elim Early Learning Centre Cambridge,-37.901392,175.472679
30347,Little Waikato Scholars Educare,-37.805879,175.268333
30348,BestStart Te Rapa Road Kindy,-37.762019,175.249844
30349,Little Einsteins Educare,-37.870113,175.472509
30350,Barnardos Early Learning Centre Turua,-37.239167,175.562816
